name,Sex,Team,Sport,Medal,Medal_Count
"Thomas Edwin ""Tom"" Bruce",M,United States,Swimming,Gold,1
Thomas Flach,M,East Germany,Sailing,Gold,1
Thomas Flach,M,Germany,Sailing,Gold,1
"Thomas Francis ""Tom"" Kiely",M,Great Britain,Athletics,Gold,1
"Thomas Franklin ""Tom"" Gayford",M,Canada,Equestrianism,Gold,1
"Thomas G. ""Tommy"" Hannan",M,United States,Swimming,Gold,1
Thomas Gerald Tait,M,Hera-1,Sailing,Gold,1
Thomas Glasson Lance,M,Great Britain,Cycling,Gold,1
Thomas Greiner,M,East Germany,Rowing,Gold,1
"Thomas Henry ""Tom"" Thould",M,Great Britain,Water Polo,Gold,1
"Thomas Jack ""Tom"" King",M,Australia,Sailing,Gold,1
"Thomas Jackson ""Tom"" Charlton, Jr.",M,United States,Rowing,Gold,1
Thomas Jacobsen,M,Denmark,Sailing,Gold,1
"Thomas James ""Tom"" Anderson",M,Australia,Sailing,Gold,1
"Thomas James ""Tom"" Richards",M,Australasia,Rugby,Gold,1
"Thomas John ""Johnnie"" Matthews",M,Great Britain,Cycling,Gold,1
"Thomas John ""Tom"" Hicks",M,United States,Athletics,Gold,1
"Thomas John ""Tom"" Hoff",M,United States,Volleyball,Gold,1
"Thomas John Mitchell ""Tom"" Ashley",M,New Zealand,Sailing,Gold,1
"Thomas Joseph ""Tom"" LaGarde",M,United States,Basketball,Gold,1
"Thomas Kennedy ""Tom"" Amlong",M,United States,Rowing,Gold,1
Thomas Khler,M,East Germany-1,Luge,Gold,1
Thomas Khler,M,Germany,Luge,Gold,1
Thomas Lange,M,East Germany,Rowing,Gold,1
Thomas Lange,M,Germany,Rowing,Gold,1
"Thomas Mark ""Tom"" Williams",M,United States,Ice Hockey,Gold,1
Thomas Mark Mikael Johanson,M,Finland,Sailing,Gold,1
"Thomas Matthew ""Tom"" Ransley",M,Great Britain,Rowing,Gold,1
Thomas Mllenkamp,M,West Germany,Rowing,Gold,1
Thomas Mller,M,West Germany,Nordic Combined,Gold,1
Thomas Munkelt,M,East Germany,Athletics,Gold,1
"Thomas Nelson ""Tom"" Brands, II",M,United States,Wrestling,Gold,1
"Thomas Patrick ""Tom"" Gorman",M,Canada,Lacrosse,Gold,1
"Thomas Pelham ""Tom"" Curtis",M,United States,Athletics,Gold,1
"Thomas Peter ""Pete"" Rademacher",M,United States,Boxing,Gold,1
Thomas Poulsen,M,Denmark,Rowing,Gold,1
Thomas Rhler,M,Germany,Athletics,Gold,1
Thomas Robin Valerian Dixon,M,Great Britain-1,Bobsleigh,Gold,1
Thomas Schmidt,M,Germany,Canoeing,Gold,1
Thomas Schroll,M,Austria-1,Bobsleigh,Gold,1
"Thomas Sean ""Tom"" McBreen",M,United States,Swimming,Gold,1
Thomas Stangassinger,M,Austria,Alpine Skiing,Gold,1
"Thomas Steele ""Tom"" Price",M,United States,Rowing,Gold,1
"Thomas Sven ""Tommy"" Moe",M,United States,Alpine Skiing,Gold,1
"Thomas Sydney ""Tom"" Griffin",M,Australasia,Rugby,Gold,1
"Thomas Sylvester ""Tom"" Taylor",M,Galt Football Club,Football,Gold,1
Thomas Thorstensen,M,Norway,Gymnastics,Gold,1
Thomas Valentin Aas,M,Taifun,Sailing,Gold,1
"Thomas William ""Tommy"" Green",M,Great Britain,Athletics,Gold,1
Thor rvig,M,Heira II,Sailing,Gold,1
Thoralf Johan Glad,M,Taifun,Sailing,Gold,1
Thorleif Asbjrn Kristoffersen,M,Sildra-1,Sailing,Gold,1
Thorleif H. Holbye,M,Irene,Sailing,Gold,1
Thorleif Haug (Johnsen-),M,Norway,Nordic Combined,Gold,1
Thorleif Petersen,M,Norway,Gymnastics,Gold,1
Thorleiv Bugge Rhn,M,Norway,Gymnastics,Gold,1
Thorsten Arthur Johansen,M,Norway,Shooting,Gold,1
Thorsten Weidner,M,Germany,Fencing,Gold,1
Thrse Anne Brisson,F,Canada,Ice Hockey,Gold,1
Tia Hellebaut (Van Haver-),F,Belgium,Athletics,Gold,1
Tian Qing,F,China-1,Badminton,Gold,1
Tibor Csernai,M,Hungary,Football,Gold,1
Tibor Cservenyk,M,Hungary,Water Polo,Gold,1
Tibor Csk,M,Hungary,Boxing,Gold,1
Tibor Pzsa,M,Hungary,Fencing,Gold,1
Tibor Tatai,M,Hungary,Canoeing,Gold,1
Tibor Weienborn,M,Germany,Hockey,Gold,1
Tiffany Marie Roberts (-Sahaydak),F,United States,Football,Gold,1
Tiffeny Carleen Milbrett,F,United States,Football,Gold,1
Tiit Sokk,M,Soviet Union,Basketball,Gold,1
Tijani Babangida,M,Nigeria,Football,Gold,1
Tim Grohmann,M,Germany,Rowing,Gold,1
Tim Wiesktter,M,Germany,Canoeing,Gold,1
Timir Alekseyevich Pinegin,M,Tornado,Sailing,Gold,1
"Timothy ""Tim"" Baillie",M,Great Britain-1,Canoeing,Gold,1
"Timothy ""Tim"" Mack",M,United States,Athletics,Gold,1
"Timothy ""Tim"" Montgomery",M,United States,Athletics,Gold,1
"Timothy Andrew ""Tim"" Shaw",M,United States,Swimming,Gold,1
"Timothy Duane ""Tim"" Hardaway",M,United States,Basketball,Gold,1
"Timothy James Carrington ""Tim"" Foster",M,Great Britain,Rowing,Gold,1
"Timothy Joseph ""Tim"" Ahearne",M,Great Britain,Athletics,Gold,1
"Timothy Patrick ""Tim"" Daggett",M,United States,Gymnastics,Gold,1
"Timothy R. ""Tim"" Young",M,United States,Baseball,Gold,1
Timur Marselevich Safin,M,Russia,Fencing,Gold,1
Tina Bachmann,F,Germany,Hockey,Gold,1
Tina Dietze,F,Germany,Canoeing,Gold,1
Tina Trstenjak,F,Slovenia,Judo,Gold,1
Tiril Kampenhaug Eckhoff,F,Norway,Biathlon,Gold,1
Tisha Lea Venturini,F,United States,Football,Gold,1
Tmara Echegoyen Domnguez,F,Spain,Sailing,Gold,1
Tobias Arlt,M,Germany,Luge,Gold,1
Tobias Arlt,M,Germany-1,Luge,Gold,1
Tobias Wendl,M,Germany,Luge,Gold,1
Tobias Wendl,M,Germany-1,Luge,Gold,1
Todd Andrew Woodbridge,M,Australia,Tennis,Gold,1
Todd Jonathan Rogers,M,United States-1,Beach Volleyball,Gold,1
Todd Michael Williams,M,United States,Baseball,Gold,1
Toimi Johannes Alatalo,M,Finland,Cross Country Skiing,Gold,1
Toivo Aarne Loukola,M,Finland,Athletics,Gold,1
Tom Burton,M,Australia,Sailing,Gold,1
Tom Eustace Burridge,M,Upton Park FC,Football,Gold,1
Tom George Longstaff,M,Great Britain,Alpinism,Gold,1
Tom Liebscher,M,Germany,Canoeing,Gold,1
Tom Sandberg,M,Norway,Nordic Combined,Gold,1
Tom Slingsby,M,Australia,Sailing,Gold,1
Tomasz Wjtowicz,M,Poland,Volleyball,Gold,1
Tomasz Wylenzek,M,Germany,Canoeing,Gold,1
Tomi Jaakko Poikolainen,M,Finland,Archery,Gold,1
Tomislav Knez,M,Yugoslavia,Football,Gold,1
Tommaso Lequio di Assaba,M,Italy,Equestrianism,Gold,1
Tommie C. Smith,M,United States,Athletics,Gold,1
Tommy Mikael Salo,M,Sweden,Ice Hockey,Gold,1
Tong Wen,F,China,Judo,Gold,1
Tonique Williams-Darling,F,Bahamas,Athletics,Gold,1
Tonje Larsen,F,Norway,Handball,Gold,1
Tontowi Ahmad,M,Indonesia-1,Badminton,Gold,1
Tony Gunawan,M,Indonesia,Badminton,Gold,1
Tony McQuay,M,United States,Athletics,Gold,1
Tony Victor James Yoka,M,France,Boxing,Gold,1
Tor Gsta Alexander Trner,M,Sweden,Gymnastics,Gold,1
Tor Heiestad,M,Norway,Shooting,Gold,1
Tor Lund,M,Norway,Gymnastics,Gold,1
Tor-Arne Hetland,M,Norway,Cross Country Skiing,Gold,1
Torah Jane Bright (-Thomson),F,Australia,Snowboarding,Gold,1
Toralf Engan,M,Norway,Ski Jumping,Gold,1
Tore Anton Holm,M,Bissbi,Sailing,Gold,1
Tore Anton Holm,M,Sif,Sailing,Gold,1
Tore Berger,M,Norway,Canoeing,Gold,1
Tore Ingemar Sjstrand,M,Sweden,Athletics,Gold,1
Torger Nergrd,M,Norway,Curling,Gold,1
Torleiv Schibsted Corneliussen,M,Taifun,Sailing,Gold,1
Tormod Kre Knutsen,M,Norway,Nordic Combined,Gold,1
Torrance Watkins Fleischmann,F,United States,Equestrianism,Gold,1
Torsten Elis Ullman,M,Sweden,Shooting,Gold,1
Torsten Gustav Adolf Lindberg,M,Sweden,Football,Gold,1
Torsten May,M,Germany,Boxing,Gold,1
Torul sgrov,M,Azerbaijan,Wrestling,Gold,1
Toshihiko Koga,M,Japan,Judo,Gold,1
Toyokazu Nomura,M,Japan,Judo,Gold,1
Tracey Lee Belbin,F,Australia,Hockey,Gold,1
Tranquilo Capozzo Zironda,M,Argentina,Rowing,Gold,1
Travis Neil Brooks,M,Australia,Hockey,Gold,1
Travis Sentell Dawkins,M,United States,Baseball,Gold,1
"Trebisonda ""Ondina"" Valla (-De Lucchi)",F,Italy,Athletics,Gold,1
Trent Dimas,M,United States,Gymnastics,Gold,1
Trevor Ivan Coker,M,New Zealand,Rowing,Gold,1
Trevor Wayne Manning,M,New Zealand,Hockey,Gold,1
Trina Marie Jackson (-Falca),F,United States,Swimming,Gold,1
Trine Jensen (-Skovgaard Nielsen),F,Denmark,Handball,Gold,1
Tristan Gale (-Geisler),F,United States,Skeleton,Gold,1
Trofim Fyodorovich Lomakin,M,Soviet Union,Weightlifting,Gold,1
Troy Elder,M,Australia,Hockey,Gold,1
Troy Richard Tanner,M,United States,Volleyball,Gold,1
Trygve Schjtt,M,Mosk II,Sailing,Gold,1
Tsutomu Hanahara,M,Japan,Wrestling,Gold,1
Tudor Casapu,M,Unified Team,Weightlifting,Gold,1
Tullio Bozza,M,Italy,Fencing,Gold,1
Tullio Pandolfini,M,Italy,Water Polo,Gold,1
Tuomo Sakari Ylipulli,M,Finland,Ski Jumping,Gold,1
Ture Eskil Hedman,M,Sweden,Gymnastics,Gold,1
"Ture Sigvard ""Thure"" Sjstedt",M,Sweden,Wrestling,Gold,1
Tycho van Meer,M,Netherlands,Hockey,Gold,1
Tyler Tennant McGill,M,United States,Swimming,Gold,1
Tymur Borysovych Taimazov,M,Ukraine,Weightlifting,Gold,1
Tyrell Biggs,M,United States,Boxing,Gold,1
Tyson Cleotis Chandler,M,United States,Basketball,Gold,1
Uche Alozie Okechukwu,M,Nigeria,Football,Gold,1
Udo Beyer,M,East Germany,Athletics,Gold,1
Udo Gnther Quellmalz,M,Germany,Judo,Gold,1
Udo Hempel,M,West Germany,Cycling,Gold,1
Udo Wagner,M,Germany,Fencing,Gold,1
Udomporn Polsak,F,Thailand,Weightlifting,Gold,1
Ugo Locatelli,M,Italy,Football,Gold,1
Ugo Pignotti,M,Italy,Fencing,Gold,1
Ulderico Sergo,M,Italy,Boxing,Gold,1
Ulf Artur Sundelin,M,Sweden,Sailing,Gold,1
Ulf Hkan Gran Algotsson,M,Sweden,Ice Hockey,Gold,1
Ulf-Bla Timmermann,M,East Germany,Athletics,Gold,1
Ulis C. Williams,M,United States,Athletics,Gold,1
Ulla Werbrouck,F,Belgium,Judo,Gold,1
"Ullrich ""Uli"" Vos",M,West Germany,Hockey,Gold,1
Ullrich Diener,M,East Germany,Rowing,Gold,1
"Ulrich ""Ulli"" Eicke",M,West Germany,Canoeing,Gold,1
Ulrich Dimitri Robeiri,M,France,Fencing,Gold,1
Ulrich Klaes,M,West Germany,Hockey,Gold,1
Ulrich Kons,M,East Germany,Rowing,Gold,1
Ulrich Papke,M,Germany,Canoeing,Gold,1
Ulrich Rainer Schreck,M,Germany,Fencing,Gold,1
Ulrika Margareta Knape (-Lindberg),F,Sweden,Diving,Gold,1
Ulrike Tauber (-Lebek),F,East Germany,Swimming,Gold,1
Ulyana Vyacheslavovna Donskova,F,Russia,Rhythmic Gymnastics,Gold,1
"Ulysses Stanley ""Stan"" Wagner",M,Canada,Ice Hockey,Gold,1
Umberto Zanolini,M,Italy,Gymnastics,Gold,1
Unni Lehn,F,Norway,Football,Gold,1
Urho Johannes Karhumki,M,Finland,Art Competitions,Gold,1
Urka olnir,F,Slovenia,Judo,Gold,1
Uro Marovi,M,Yugoslavia,Water Polo,Gold,1
Urpo Pentti Korhonen,M,Finland,Cross Country Skiing,Gold,1
Ursula Happe (Krey-),F,Germany,Swimming,Gold,1
Ute Kircheis-Wessel,F,West Germany,Fencing,Gold,1
Ute Schell-Wagner-Stange,F,East Germany,Rowing,Gold,1
Ute Steindorf,F,East Germany,Rowing,Gold,1
Ute Wild (-Ntzel),F,East Germany,Rowing,Gold,1
Uwe Ampler,M,East Germany,Cycling,Gold,1
Uwe Benter,M,West Germany,Rowing,Gold,1
Uwe Daler,M,East Germany,Swimming,Gold,1
Uwe Dhring,M,East Germany,Rowing,Gold,1
Uwe Gerhard Proske,M,Germany,Fencing,Gold,1
Uwe Heppner,M,East Germany,Rowing,Gold,1
Uwe Peschel,M,Germany,Cycling,Gold,1
Uwe Potteck,M,East Germany,Shooting,Gold,1
Uwe Sauer,M,West Germany,Equestrianism,Gold,1
Uwe-Jens Mey,M,East Germany,Speed Skating,Gold,1
Uwe-Jens Mey,M,Germany,Speed Skating,Gold,1
V'iacheslav Mykolaiovych Oliynyk,M,Ukraine,Wrestling,Gold,1
Vadim Gennadyevich Makhnyov,M,Belarus,Canoeing,Gold,1
Vadim Iosifovich Bogiyev,M,Russia,Wrestling,Gold,1
Vadim Vladimirovich Gulyayev,M,Soviet Union,Water Polo,Gold,1
Vadym Markovych Huttsait,M,Unified Team,Fencing,Gold,1
Vakht'ang Blagidze,M,Soviet Union,Wrestling,Gold,1
Valdemaras Chomiius,M,Soviet Union,Basketball,Gold,1
Valent Sinkovi,M,Croatia,Rowing,Gold,1
Valentin Dimitrov Yordanov,M,Bulgaria,Wrestling,Gold,1
Valentin Kozmich Ivanov,M,Soviet Union,Football,Gold,1
Valentin Raychev,M,Bulgaria,Wrestling,Gold,1
Valentin Vasilyevich Boreyko,M,Soviet Union,Rowing,Gold,1
Valentin Vladimirovich Nikolayev,M,Soviet Union,Wrestling,Gold,1
Valentin Yegorovich Kuzin,M,Soviet Union,Ice Hockey,Gold,1
Valentina Aleksandrovna Prudskova,F,Soviet Union,Fencing,Gold,1
Valentina Alekseyevna Kamenyok-Vinogradova,F,Soviet Union,Volleyball,Gold,1
Valentina Gennadyevna Nikonova,F,Soviet Union,Fencing,Gold,1
Valentina Mikhaylovna Yegorova (Vasilyeva-),F,Unified Team,Athletics,Gold,1
Valentina Vasilyevna Sidorova (Burochkina-),F,Soviet Union,Fencing,Gold,1
Valentina Vitalyevna Ogiyenko,F,Soviet Union,Volleyball,Gold,1
Valentino Gasparella,M,Italy,Cycling,Gold,1
Valentyna Ivanivna Lutaieva (Berzina-),F,Soviet Union,Handball,Gold,1
Valentyna Ksenofontivna Rastvorova (-Hrishyna),F,Soviet Union,Fencing,Gold,1
"Valentyna Oleksandrivna ""Valj"" Semerenko",F,Ukraine,Biathlon,Gold,1
Valeri Belenki,M,Unified Team,Gymnastics,Gold,1
Valeria Roca-Rcil (-van Grningen),F,Romania,Rowing,Gold,1
Valerian Sergeyevich Sokolov,M,Soviet Union,Boxing,Gold,1
Valerio Aspromonte,M,Italy,Fencing,Gold,1
Valerio Perentin,M,Italy,Rowing,Gold,1
"Valeriu ""Valer"" Toma",M,Romania,Rowing,Gold,1
Valeriy Hryhorovych Hoborov,M,Soviet Union,Basketball,Gold,1
Valeriy Ivanovych Movchan,M,Soviet Union,Cycling,Gold,1
Valeriy Mykhailovych Kryvov,M,Soviet Union,Volleyball,Gold,1
Valeriy Viktorovich Borchin,M,Russia,Athletics,Gold,1
Valeriy Volodymyrovych Honcharov,M,Ukraine,Gymnastics,Gold,1
Valery Alekseyevich Kalachikhin,M,Soviet Union,Volleyball,Gold,1
Valery Alekseyevich Medvedtsev,M,Soviet Union,Biathlon,Gold,1
Valery Alekseyevich Tikhonenko,M,Soviet Union,Basketball,Gold,1
Valery Andreyevich Chaplygin,M,Soviet Union,Cycling,Gold,1
Valery Antonovich Didenko,M,Soviet Union,Canoeing,Gold,1
Valery Dmitriyevich Gassy,M,Soviet Union,Handball,Gold,1
Valery Ivanovich Kravchenko,M,Soviet Union,Volleyball,Gold,1
Valery Nikolayevich Brumel,M,Soviet Union,Athletics,Gold,1
Valery Nikolayevich Likhachov,M,Soviet Union,Cycling,Gold,1
Valery Nikolayevich Yardy,M,Soviet Union,Cycling,Gold,1
Valery Pavlovich Gopin,M,Soviet Union,Handball,Gold,1
Valery Pavlovich Gopin,M,Unified Team,Handball,Gold,1
Valery Petrovich Shary,M,Soviet Union,Weightlifting,Gold,1
Valery Viktorovich Kamensky,M,Soviet Union,Ice Hockey,Gold,1
Valery Vladimirovich Popenchenko,M,Soviet Union,Boxing,Gold,1
Valery Yakovlevich Volkov,M,Soviet Union,Equestrianism,Gold,1
"Valeska ""Valeskinha"" dos Santos Menezes",F,Brazil,Volleyball,Gold,1
Valner Frankovi,M,Croatia,Handball,Gold,1
Valria Gyenge (-Garai),F,Hungary,Swimming,Gold,1
Valrie Gisele Angele Barlois-Mevel-Leroux,F,France,Fencing,Gold,1
Van Ranst,M,Belgium,Equestrianism,Gold,1
Vane Hungerford Pennell,M,Great Britain-1,Racquets,Gold,1
Vanja Hedvig Desideria Blomberg (-Webjrn),F,Sweden,Gymnastics,Gold,1
Vanya Atanasova Gesheva (-Tsvetkova),F,Bulgaria,Canoeing,Gold,1
Varteres Varteresovich Samurgashev,M,Russia,Wrestling,Gold,1
Vasa Miji,M,Serbia and Montenegro,Volleyball,Gold,1
Vasile Andrei,M,Romania,Wrestling,Gold,1
Vasile Dba,M,Romania,Canoeing,Gold,1
Vasile Pucau,M,Romania,Wrestling,Gold,1
Vasilijus Matuevas,M,Soviet Union,Volleyball,Gold,1
Vasily Aleksandrovich Kudinov,M,Russia,Handball,Gold,1
Vasily Aleksandrovich Kudinov,M,Unified Team,Handball,Gold,1
Vasily Alekseyevich Pervukhin,M,Soviet Union,Ice Hockey,Gold,1
Vasily Fyodorovich Borisov,M,Soviet Union,Shooting,Gold,1
Vasily Pavlovich Rochev,M,Soviet Union,Cross Country Skiing,Gold,1
Vasily Petrovich Ilyin,M,Soviet Union,Handball,Gold,1
Vasily Valeryevich Zhirov,M,Kazakhstan,Boxing,Gold,1
Vasily Vasilyevich Rudenkov,M,Soviet Union,Athletics,Gold,1
Vasudevan Bhaskaran,M,India,Hockey,Gold,1
Vatemo Ravouvou,M,Fiji,Rugby Sevens,Gold,1
Vazha K'ach'arava,M,Soviet Union,Volleyball,Gold,1
Vclav Kozk,M,Czechoslovakia,Rowing,Gold,1
Vclav Mottl,M,Czechoslovakia,Canoeing,Gold,1
Vctor Mesa Martnez,M,Cuba,Baseball,Gold,1
Vebjrn Rodal,M,Norway,Athletics,Gold,1
Vedran Zrni,M,Croatia,Handball,Gold,1
Veli Selim Saarinen,M,Finland,Cross Country Skiing,Gold,1
Velimir Sombolac,M,Yugoslavia,Football,Gold,1
Velimir Valenta,M,Yugoslavia,Rowing,Gold,1
"Velvet James ""Jim"" Barnes",M,United States,Basketball,Gold,1
Veniamin Igorevich Tayanovich,M,Unified Team,Swimming,Gold,1
"Venne ""Verner"" Jrvinen",M,Finland,Athletics,Gold,1
Venus Ebony Starr Williams,F,United States-1,Tennis,Gold,1
Venus Ebony Starr Williams,F,United States-2,Tennis,Gold,1
Venus Milette Lacey,F,United States,Basketball,Gold,1
Vera Leonidovna Biryukova,F,Russia,Rhythmic Gymnastics,Gold,1
Vera Sergeyevna Ilyina,F,Russia,Diving,Gold,1
Vera Stepanovna Lantratova (-Ganzhenko),F,Soviet Union,Volleyball,Gold,1
Vera Vladimirovna Shimanskaya,F,Russia,Rhythmic Gymnastics,Gold,1
Vera Yakovlevna Komisova (Nikitina-),F,Soviet Union,Athletics,Gold,1
Vera Zozua (-Pyatnizin),F,Soviet Union,Luge,Gold,1
"Vernon ""Vern"" Fleming",M,United States,Basketball,Gold,1
Veronika Hesse-Schmidt,F,East Germany,Cross Country Skiing,Gold,1
Veryan Guy Henry Pappin,M,Great Britain,Hockey,Gold,1
Veselin Vujovi,M,Yugoslavia,Handball,Gold,1
Veselin Vukovi,M,Yugoslavia,Handball,Gold,1
Vibeke Westbye Skofterud,F,Norway,Cross Country Skiing,Gold,1
"Victor ""Vic"" Emery",M,Canada-1,Bobsleigh,Gold,1
Victor Alexander Feddersen,M,Denmark,Rowing,Gold,1
Victor Davis,M,Canada,Swimming,Gold,1
"Victor Henry Augustus ""Vic"" d'Arcy",M,Great Britain,Athletics,Gold,1
"Victor John ""V. J."" Peter",M,India,Hockey,Gold,1
Victor Louis Johnson,M,Great Britain,Cycling,Gold,1
Victor Nosa Ikpeba,M,Nigeria,Football,Gold,1
Victor Wayne Glasgow,M,United States,Basketball,Gold,1
Victor Willems,M,Belgium,Fencing,Gold,1
"Victoria ""Vicki"" Movsessian (-Lamoriello)",F,United States,Ice Hockey,Gold,1
"Victoria Andrea ""Vicky"" Bullett",F,United States,Basketball,Gold,1
Victoriano Alberto Zorrilla,M,Argentina,Swimming,Gold,1
Vicyohandri Odeln Sanam,M,Cuba,Baseball,Gold,1
Vida Beselien (ulskyt-),F,Soviet Union,Basketball,Gold,1
Vida Vencien (Mogenyt-),F,Soviet Union,Cross Country Skiing,Gold,1
Viggo Valdemar Dibbern,M,Denmark,Gymnastics,Gold,1
Vigo Carl Andersen,M,Denmark,Football,Gold,1
Vikt'or K'rat'asiuk'i,M,Soviet Union,Canoeing,Gold,1
Viktor Aleksandrovich Mineyev,M,Soviet Union,Modern Pentathlon,Gold,1
Viktor Aleksandrovich Pankrashkin,M,Soviet Union,Basketball,Gold,1
Viktor Aleksandrovich Zinger,M,Soviet Union,Ice Hockey,Gold,1
Viktor Alekseyevich Vlasov,M,Soviet Union,Shooting,Gold,1
Viktor Andreyevich Polupanov,M,Soviet Union,Ice Hockey,Gold,1
Viktor Arkadiyovych Bryzhin,M,Soviet Union,Athletics,Gold,1
Viktor Arsenyevich Kapitonov,M,Soviet Union,Cycling,Gold,1
Viktor Georgiyevich Bushuyev,M,Soviet Union,Weightlifting,Gold,1
Viktor Grigoryevich Kurentsov,M,Soviet Union,Weightlifting,Gold,1
Viktor Grigoryevich Shuvalov,M,Soviet Union,Ice Hockey,Gold,1
Viktor Hennadiyovych Ruban,M,Ukraine,Archery,Gold,1
Viktor Illich Mykhalchuk,M,Soviet Union,Volleyball,Gold,1
Viktor Ivanovich Kosichkin,M,Soviet Union,Speed Skating,Gold,1
Viktor Ivanovich Mazin,M,Soviet Union,Weightlifting,Gold,1
Viktor Ivanovich Rashchupkin,M,Soviet Union,Athletics,Gold,1
Viktor Ivanovich Shalimov,M,Soviet Union,Ice Hockey,Gold,1
Viktor Karpovich Asmayev,M,Soviet Union,Equestrianism,Gold,1
Viktor Nikolayevich Blinov,M,Soviet Union,Ice Hockey,Gold,1
Viktor Nikolayevich Shamburkin,M,Soviet Union,Shooting,Gold,1
Viktor Nikolayevich Tregubov,M,Unified Team,Weightlifting,Gold,1
Viktor Nikolayevich Tyumenev,M,Soviet Union,Ice Hockey,Gold,1
Viktor Oleksandrovych Pohanovskiy,M,Soviet Union,Equestrianism,Gold,1
Viktor Petrovich Ugryumov,M,Soviet Union,Equestrianism,Gold,1
Viktor Prokhorovich Yakushev,M,Soviet Union,Ice Hockey,Gold,1
Viktor Serhiyovych Tsybulenko,M,Soviet Union,Athletics,Gold,1
Viktor Vasilyevich Losev,M,Soviet Union,Football,Gold,1
Viktor Vasilyevich Nikiforov,M,Soviet Union,Ice Hockey,Gold,1
Viktor Vasilyevich Zhluktov,M,Soviet Union,Ice Hockey,Gold,1
Viktor Vasylovych Petrenko,M,Unified Team,Figure Skating,Gold,1
Viktor Viktorovich Manakov,M,Soviet Union,Cycling,Gold,1
Viktor Volodymyrovych Burakov,M,Soviet Union,Athletics,Gold,1
Viktor Yakovlevich Klimenko,M,Soviet Union,Gymnastics,Gold,1
Viktoria Rebensburg,F,Germany,Alpine Skiing,Gold,1
Viktoriya Aleksandrovna Nikishina,F,Russia,Fencing,Gold,1
"Viktoriya Fyodorovna ""Vika"" Azarenko",F,Belarus,Tennis,Gold,1
"Viktoriya Oleksandrivna ""Vita"" Semerenko",F,Ukraine,Biathlon,Gold,1
Viktoriya Viktorovna Kalinina,F,Russia,Handball,Gold,1
Viktoriya Yuryevna Zhilinskayte,F,Russia,Handball,Gold,1
"Vilho Immanuel ""Ville"" Tuulos",M,Finland,Athletics,Gold,1
"Vilho Lennart ""Lenni"" Viitala",M,Finland,Wrestling,Gold,1
Viliame Sevaka Mata,M,Fiji,Rugby Sevens,Gold,1
Viljar Loor,M,Soviet Union,Volleyball,Gold,1
Vin Jeremias Sipil,M,Finland,Athletics,Gold,1
Vin Johannes Markkanen,M,Finland,Shooting,Gold,1
Vin Veikko Sakari Huhtala,M,Finland,Cross Country Skiing,Gold,1
"Vincent ""Vinnie"" Richards",M,United States,Tennis,Gold,1
"Vincent ""Vinnie"" Richards",M,United States-2,Tennis,Gold,1
Vincent Franois Marie Defrasne,M,France,Biathlon,Gold,1
"Vincent Joseph ""Vince"" Boryla",M,United States,Basketball,Gold,1
"Vincent Joseph ""Vince"" Gallagher, Jr.",M,United States,Rowing,Gold,1
"Vincent Lamar ""Vince"" Carter",M,United States,Basketball,Gold,1
"Vincent Lamont ""Vin"" Baker",M,United States,Basketball,Gold,1
Vincent Nicolas Jay,M,France,Biathlon,Gold,1
Vincenzo Cuccia,M,Italy,Fencing,Gold,1
Viola Bauer,F,Germany,Cross Country Skiing,Gold,1
Viola Goretzki (-Landvoigt),F,East Germany,Rowing,Gold,1
Viola Poley (-Kowalschek),F,East Germany,Rowing,Gold,1
Viorel Talapan,M,Romania,Rowing,Gold,1
Viorica Ioja (-Vere),F,Romania,Rowing,Gold,1
Viorica Viscopoleanu (Belmega-),F,Romania,Athletics,Gold,1
Vira Antonivna Misevych,F,Soviet Union,Equestrianism,Gold,1
Vira Samulivna Kalashnykova-Krepkina,F,Soviet Union,Athletics,Gold,1
Virgil Victor Jacomini,M,United States,Rowing,Gold,1
"Virgil William ""Virg"" Luken",M,United States,Swimming,Gold,1
"Virginia ""Ginny"" Thrasher",F,United States,Shooting,Gold,1
Virginia Ramrez Medino,F,Spain,Hockey,Gold,1
"Virginia Ruth ""Ginny"" Duenkel",F,United States,Swimming,Gold,1
Virginie Claire Dsire Marie Hriot,F,L'Aile VI,Sailing,Gold,1
Virginio Pizzali,M,Italy,Cycling,Gold,1
Vitaliy Fedorovych Dyrdyra,M,Soviet Union,Sailing,Gold,1
Vitaliy Petrovych Romanenko,M,Soviet Union,Shooting,Gold,1
Vitaly Aleksandrovich Kovalenko,M,Soviet Union,Volleyball,Gold,1
Vitaly Aleksandrovich Petrakov,M,Soviet Union,Cycling,Gold,1
Vitaly Anatolyevich Savin,M,Soviet Union,Athletics,Gold,1
Vitaly Viktorovich Konstantinov,M,Soviet Union,Wrestling,Gold,1
Vitaly Viktorovich Prokhorov,M,Unified Team,Ice Hockey,Gold,1
Vittorio Lucarelli,M,Italy,Fencing,Gold,1
Vittorio Tamagnini,M,Italy,Boxing,Gold,1
Vivian Jepkemoi Cheruiyot,F,Kenya,Athletics,Gold,1
Vivian Noverre Lockett,M,Great Britain,Polo,Gold,1
Vlada Aleksandrovna Chigiryova,F,Russia,Synchronized Swimming,Gold,1
"Vladimer ""Lado"" Gogoladze",M,Soviet Union,Gymnastics,Gold,1
